Nro_Tweet,Query,Usuario,Texto,Data de Criacao,Retweets,Likes
621,Gremio,PH 🇧🇷,"🚨GRAVÍSSIMO! 

Se isso aqui é contra o Grêmio seria marcado PÊNALTI sem o VAR… 

Como é a favor do Corinthians, eles nem cogitam olhar e mandam o jogo seguir. 

É uma PIADA! https://t.co/gD4pW6l1ap",Fri Jun 13 17:37:43 +0000 2025,17,329
622,Gremio,Por Fora das Quatro Linhas,"GOL DO GRÊMIO! Braithwaite abre o placar na Arena contra o Corinthians!

https://t.co/7HCPXArggu",Thu Jun 12 23:32:07 +0000 2025,5,98
623,Gremio,Arthur 🇪🇪 |-/,"O Grêmio tem um aproveitamento de 83% em partidas jogadas após o lançamento do primeiro single de um álbum do twenty one pilots: são 4 vitórias em 5 jogos. Amanhã o tricolor enfrenta o Corinthians logo após o lançamento de The Contract, primeiro single do próximo disco da banda https://t.co/o9lj0BLzwy",Thu Jun 12 02:11:46 +0000 2025,3,21
624,Gremio,🇪🇪Juliano Cavalo🇪🇪,"O irresponsável criador de crise atacou mais uma vez. Mais FDP mesmo é quem passa essas informações erradas de dentro do Grêmio para esse verme. 
Além de tudo, é burro pra caralho. https://t.co/3n6GE7onol",Thu Jun 12 15:06:47 +0000 2025,1,80
625,Gremio,Richard Dücker,Fumaceira Tricolor https://t.co/SfPHESx9hT,Sat Jun 14 19:24:55 +0000 2025,14,201
626,Gremio,Marcelo 🇪🇪,"Aniversariante do dia 🎂 🇪🇪
👤 Elano

O ex-jogador do #Grêmio, completa 44 anos 

Parabéns, @elanoblumer 

🎥 Hilhota https://t.co/ppif3Nsckj",Sat Jun 14 12:28:50 +0000 2025,9,410
627,Gremio,Leonardo,"grêmio empata o clássico grenal nos acréscimos, na semifinal do gauchão sub-17.
preciso falar de quem foi o gol? 😉 https://t.co/y7JrbssbOK",Fri Jun 13 23:56:30 +0000 2025,6,124
628,Gremio,Grêmio Copeiro | Vitor,"Bela jogada, começando no lançamento do Volpi e depois o drible e assistência do Alysson pro gol do Braithwaite, que limpou bem a marcação. Seguimos evoluindo. 🇪🇪 https://t.co/uH08hkxxeU",Fri Jun 13 18:16:08 +0000 2025,3,19
629,Gremio,🇪🇪 🐎 🅻🅴🅰🅾🦁 🇪🇪,"#PrivatizemOinter
Para o Grêmio e para o Humaitá só rejeição, cobrança e negativas!
Para o clube do coração do Prefeito TUDO!!!
Se não fosse o $$ público ainda estariam nos Eucaliptos (que teve a arquibancada construída com $$ público também!
Sanguessugas desde a década de 40!! https://t.co/ksHi48BswL",Fri Jun 13 18:41:11 +0000 2025,15,60
630,Gremio,Mantos do Futebol,"🔵🔴 Grêmio Prudente apresenta suas novas camisas da Kappa para 2025/2026!

https://t.co/YD3ium68b7

Gostaram? https://t.co/hnOjS6bKvq",Sat Jun 14 15:47:26 +0000 2025,0,14
631,Gremio,Marcelo 🇪🇪,"GOLS DO DIA ⚽🇪🇪
🗓️ 14/06/1987
🏆 Gauchão 
🏟️ Olímpico Monumental 

GRÊMIO 3x0 inter 

📝
Primeiro clássico GREnal do técnico Felipão no comando do Grêmio

Resultado... 
❤️‍🩹 Arbitragem 
Um 🍫 Tricolor e expulsão do Scolari com todo banco reserva gremista 

🎥 @acervogremio1 https://t.co/N4ood2Xhog",Sat Jun 14 16:20:46 +0000 2025,4,50
632,Gremio,Cifut Brasil,"🚨✈️🇧🇷

Rodrigo Guth (24) zagueiro brasileiro, que vem sendo vinculado com clubes brasileiros como Grêmio, Vitória e Bragantino postou um foto no Instagram de um avião...

Será que ta vindo?? https://t.co/uS2j2geayR",Fri Jun 13 20:15:03 +0000 2025,9,384
633,Gremio,South America Grêmio,Sempre bom relembrar https://t.co/eNfXYgkOXf,Thu Jun 12 19:41:22 +0000 2025,67,718
634,Gremio,Grêmio FBPA,"SER IMORTAL É JAMAIS DESISTIR! 🇪🇪 João Borne mostrou que o nosso manto é pesado e não importa a categoria. Espírito de Tricolor para deixar tudo igual na ida das semifinais do #GauchãoSub17!

#BaseGremista #Sub17 https://t.co/fNZxOXvM5z",Sat Jun 14 00:25:38 +0000 2025,12,373
635,Gremio,Portal do Gremista,Monsalve vai assistir o jogo da Arena do #Grêmio! 🇪🇪 https://t.co/3DAGZp0zxf,Thu Jun 12 22:48:09 +0000 2025,6,382
636,Gremio,Grêmio FBPA,"O TRABALHO SEGUE 🇪🇪💪🏾 

#Brasileirão2025 #GRExCOR https://t.co/pv8bw0pXYv",Fri Jun 13 01:16:54 +0000 2025,32,744
637,Gremio,5 ESTRELAS,Breno Bidon 🆚 Grêmio https://t.co/JqLlOA5Hx3,Fri Jun 13 18:51:58 +0000 2025,71,466
638,Gremio,Premiere,"O Grêmio chegou a fazer o segundo, mas o gol foi anulado. A justificativa: a bola saiu toda. E aí, saiu ou não saiu? 👀

#BrasileiraoNoPremiere https://t.co/VFuKWLudQu",Fri Jun 13 00:53:32 +0000 2025,1,5
639,Gremio,Edinho do Sport 🦁,"Sport, Vasco e Grêmio são os times que deram/irão dar menos dias de férias durante a pausa para a Copa do Mundo de Clubes.

O Sport se reapresentou ontem.

📸 @CanalGOATBR https://t.co/IVDd4nDNxD",Sat Jun 14 19:05:42 +0000 2025,0,28
640,Gremio,Grêmio TimeLine,"Braithwaite (🇩🇰) pelo Grêmio:

2024.

20 Jogos
8 Gols
2 Assistências 

2025.

26 Jogos 
13 Gols
3 Assistências https://t.co/vi26z6bQPK",Sat Jun 14 17:26:41 +0000 2025,3,162
641,Gremio,Artur Santos,"@SCInternacional VOCES ESTÃO NO LUGAR AONDE PERTENCE, VOCÊS SÃO PATÉTICOS, HORRÍVEIS, LIXOS IMUNDOS, VOCÊS SÃO PODRES

NUNCA SERÃO GRÊMIO SEUS MERDAS https://t.co/ChHS3LOkvm",Fri Jun 13 02:25:38 +0000 2025,2,161
642,Gremio,Grêmio Números,"Em 14 partidas na Arena do Grêmio pelo Campeonato Brasileiro:

🇺🇾 Luis Suárez: 7 gols
🇩🇰 Braithwaite: 6 Gols https://t.co/7TBU1Djzhm",Fri Jun 13 22:30:00 +0000 2025,27,779
643,Gremio,Portal do Gremista,"Após o jogo de ontem, Dodi parou para atender uma família que veio de longe. A família é parente dele e ganhou duas camisas do volante gremista! 

#gremio https://t.co/8mElnU8yV4",Fri Jun 13 14:19:09 +0000 2025,9,474
644,Gremio,GREMISTÓN,"🚨GRAVÍSSIMO! 

Se isso aqui é contra o Corinthians seria marcado PÊNALTI sem o VAR… 

Como é a favor do Grêmio, eles nem cogitam olhar e mandam o jogo seguir. 

É uma PIADA! https://t.co/AnFjVlSgI4",Fri Jun 13 00:17:23 +0000 2025,43,1045
645,Gremio,"Lanterna do Brasileiro 2004, isto é Grêmio",Doutor me diga doutor 😂😂😂 a bambolete do cuvaida já quis se aproveitar da situação e ofereceu seu rabo azulino em troca para o bandido FIFA 2006 😂😂😂 ainda dizem que é implicância nossa doutor devemos estar loucos vendo coisas kkkk gazelada chupa piça vão se foder https://t.co/RKA7xFyMGC,Sat Jun 14 15:40:27 +0000 2025,9,79
646,Gremio,Catimba🇧🇼,"Torcida do @Gremio, 700km de casa, logo após as enchentes

📸 @Ducker_Gremio https://t.co/AVLotwPldp",Mon Jun 09 02:27:55 +0000 2025,106,826
647,Gremio,Eduardo Gabardo,"New Balance, Mizuno ou Puma no Grêmio? Ainda não está definido, mas proposta da New Balance agradou. Veja como são as camisas dos clubes que vestem a marca. 

https://t.co/nFThebcJ7s https://t.co/refokzmG9o",Sat Jun 14 19:58:26 +0000 2025,2,18
648,Gremio,S.E.R. Caxias,"🇳🇱💪 FIIIIIIIM DE JOGO NO CENTENÁRIO: Caxias em vantagem!

Com o apoio da torcida grená e com gols de Gil Baiano, Ivair e Márcio Hahn, vencemos o Grêmio por 3 a 0 no Centenário.

Grená do Povo em vantagem para a segunda partida no Estádio Olímpico, em busca do título inédito! https://t.co/xXNxGh0RNI",Sat Jun 14 19:20:34 +0000 2025,2,22
649,Gremio,South America Grêmio,"🇪🇪 Renato foi massacrado com:
•JP Galvão improvisado de 9
•Time jogando a 800 km de casa
•Elenco abalado psicologicamente pelos fatos ocorridos no RS 
•Treinos interrompidos
•Calendário desorganizado

Mesmo assim, só porrada.

🇦🇹 Roger, com elenco completo, estrutura intacta https://t.co/qfzIdoWyIt",Fri Jun 13 02:27:20 +0000 2025,41,687
650,Gremio,rixardi¹⁹⁰³,"@Berg23__ @Fanatic_for_LFC ""desde 2020 eu torço mais para o Liverpool. eu peguei tanto nojo das últimas duas gestões do Grêmio que me fizeram até perder parte da paixão que eu tinha. não choro pelo Grêmio desde 2017, enquanto já devo ter chorado umas 20x pelo Liverpool desde que comecei a torcer (2018)"" https://t.co/F2IjNTs8Ek",Thu Jun 12 18:00:00 +0000 2025,0,12
651,Gremio,Rádio Pachola,"Reencontro à vista?

Segundo o jornal A Bola, de Portugal, o presidente do Grêmio, Alberto Guerra, teria se encontrado com o presidente do Sporting, Frederico Varandas, durante a final da Champions League, em Munique. O assunto? A possível volta de Biel ao Tricolor, por https://t.co/NMGGIqyCMI",Sat Jun 14 21:09:54 +0000 2025,0,3
652,Gremio,KingChris | DeFI 👑 🟧 🟣,"Sem graficos por hoje!!

Passando raiva com meu Gremio. https://t.co/TERFXvv4LU",Fri Jun 13 00:50:43 +0000 2025,0,4
653,Gremio,Museu de Memes do Grêmio,mundo indo de ralo com a tabela do Brasileirão exatamente como está: https://t.co/r5URUwt4IV,Fri Jun 13 20:35:25 +0000 2025,32,274
654,Gremio,Museu de Memes do Grêmio,@ernestoanulador aqui foi cinema puro https://t.co/zuCeO5tUuE,Fri Jun 13 16:43:09 +0000 2025,2,194
655,Gremio,nico 🇵🇸,"*transando com uma portoalegrense*
""nossa tu tá tão quietinho""
*começo a falar vamo grêmio enquanto meto*",Sat Jun 14 20:56:25 +0000 2025,3,16
656,Gremio,"Fé DePay 0,4%👉🏻🦁👈🏻 Acesso Liberado FIFA🏆🏆",KAYKE LANCES DE HABILIDADE GREMIO X CORINTHIANS https://t.co/KwNwHV0Wcg,Fri Jun 13 07:43:29 +0000 2025,17,445
657,Gremio,FBI Tricolor,"E essa resenha do Alex Santana, novo jogador do Grêmio? 😂 https://t.co/TTY9dxEH4Z",Tue Jun 10 02:16:40 +0000 2025,6,584
658,Gremio,Grêmio TimeLine,Caique = Praticante do Esporte Futebol. 🤌🏻 https://t.co/9QKZMgwmWJ,Thu Jun 12 03:32:53 +0000 2025,3,147
659,Gremio,Últimas do Inter!,"🚨 Inter quer Caíque, sabe que negócio com Grêmio está caindo e não descarta a sua contratação.

💰Juventude pede (pasmem) 7 milhões de reais + 2 jogadores emprestado pagos na totalidade pelo Colorado

🗣️ Opinião: se acontecer esse negócio, é hora de cair todo mundo.

🗞️ Ernst https://t.co/hBNNE8Xhf3",Fri Jun 13 04:37:14 +0000 2025,21,674
660,Gremio,Bonet,Martin Braitwaite fez ontem um dos mais lindos gols da história da arena Grêmio. Jogada fantástica. https://t.co/swnGZL6ISv,Fri Jun 13 12:01:55 +0000 2025,25,628
661,Gremio,Piero,Hoy jugó Grêmio que empató 1-1 con Corinthians. El gol tricolor lo hizo Braithwaite. Que locazo que a ese on (?) lo vamos a enfrentar en Matute.  https://t.co/r0kcQ5079Y,Fri Jun 13 03:17:28 +0000 2025,14,394
662,Gremio,Mosqueteiras,"(2T/50min) GOOOOOOOOOL DO GRÊMIO!!!!
Shashá na cobrança de falta pra área, a Valeria Paula sobe mais que a defesa e cabeceia firme pro fundo do gol.
Real Brasília 2x1 #Grêmio
🇪🇪 #BrFeminino2025 #RBRxGRE #Mosqueteiras https://t.co/mlhL07b5OR",Sat Jun 14 15:57:37 +0000 2025,1,23
663,Gremio,pedro,"Um Grêmio 3x0 Corinthians num domingo de manhã, em meados de 2016. 

Eu fui, eu tava.

 https://t.co/rYIKXeH8jO",Wed Jun 11 16:10:36 +0000 2025,44,1102
664,Gremio,Rádio Pachola,"Mais um golaço de falta do Grêmio no Grenal válido pelo Brasileirão sub-17, dessa vez foi a vez do Roger! 2x0 

Vídeo: GrêmioTV https://t.co/qXcVTomKT2",Tue Jun 10 18:50:34 +0000 2025,2,169
665,Gremio,Lucas,"O Grêmio tem um camisa 10 no Sub-17 que se bem lapidado, vai ajudar muito no futuro: ROGER.",Sat Jun 14 00:07:51 +0000 2025,0,5
666,Gremio,GREMIO AMIA.,Puerto Armuelles https://t.co/0yTd2mfH0j,Sat Jun 14 13:26:51 +0000 2025,41,54
667,Gremio,Museu de Memes do Grêmio,Kike Olivera no Uruguai: https://t.co/mrXuF4krqq,Wed Jun 11 21:30:25 +0000 2025,8,150
668,Gremio,anti-brasileirão,Uma arrancada de Kannemann num Grêmio x Corinthians em 2019. https://t.co/tAVRtyJF1w,Wed Jun 11 21:07:52 +0000 2025,5,363
669,Gremio,Marcelo 🇪🇪,"LEMBRANDO GOLS DO CONFRONTO
🇪🇪 GRÊMIO ⚔️ Corinthians 🦅

⚽ Alessandro 
⚽ Evaldo 

🎥 Hilhota https://t.co/wjoQXvO2cH",Thu Jun 12 15:34:26 +0000 2025,6,80
670,Gremio,Gaúcho da Geral,"O melhor lugar para comemorar o dia dos namorados! 

Hoje ainda é mais especial, com a nossa maior benção, fruto dessa paixão que é o Grêmio! 💙

#gauchodageral #geraldogremio #diadegremio #gremio #Deus #família https://t.co/8u9zCO4eSk",Thu Jun 12 22:59:06 +0000 2025,3,252
671,Gremio,Grêmio TimeLine,"MEU CAMISA 8 PORRAAAA

VEMMMMM TIM BORAAAA

MIL VEZES MELHOR QUE OS QUE TEM AQUI E É OS QUE A DIREÇÃO INCOMPETENTE PODE TRAZER

CARBALLO, WELCOME! 🇺🇾🔥 https://t.co/eKeJ1gPEHA",Tue Jun 10 23:11:37 +0000 2025,22,569
672,Gremio,GremioDocente,Se prendieron las Alarmas !!! ya pasó 13 de junio y miles de personas no cobraron el Bono Único Familiar y NO HAY INFORMACION !!! https://t.co/vGMZGmObZ3,Sat Jun 14 03:03:03 +0000 2025,413,601
673,Gremio,Grêmio Números,"Há 33 anos, o @Gremio vencia o Inter por 2 a 0, pela Taça RBS, com dois gols de falta.

⚽️ Jandir e Lira
🏟️ Olímpico Monumental

👥 Emerson Ferretti; Grotto, Wagner Fernandes, Luciano, Lira; Jandir, Caçapa, Juninho, Caio; Alcindo Sartori e Marcos Severo. Tec: Ernesto Guedes https://t.co/XZJg7q7eMw",Sat Jun 14 15:30:00 +0000 2025,0,13
674,Gremio,Grêmio TimeLine,Marcelo Marques posta vídeo em seu IG: https://t.co/yqI9bOBZH1,Fri Jun 06 23:33:37 +0000 2025,43,1312
675,Gremio,Radio Culer,"🔥⚽️ O CULER MARTIN BRAITHWAITE MARCA PRO GRÊMIO PELO TERCEIRO JOGO CONSECUTIVO!!!!!

🕺 Baila, Braith! https://t.co/eWvtpJvDq5",Thu Jun 12 23:32:25 +0000 2025,5,178
676,Gremio,Colpo Lukão,"Grêmio 2024 - 12 jogos, 11 pontos, 3 vitorias!

Vergonha vai cair

Inter 2025 - 12 jogos, 11 pontos, 2 vitorias!

Ta se atrasando na briga pelo titulo!

Bem vindo, essa é a imprensa do RS!",Fri Jun 13 02:39:10 +0000 2025,82,854
677,Gremio,out of context grêmio feminino,Mais um pênalti sonegado pro Grêmio e contando... https://t.co/e36fPz7mXp,Sat Jun 07 01:00:03 +0000 2025,21,255
678,Gremio,Grêmio FBPA,"É O MELHOR PRÉ-JOGO DO MUNDO! 💙 Ontem foi dia dos namorados e o entorno da Arena estava daquele jeito que a gente ama.

Agora, como aguentar um mês sem esse esquenta? 🙃 https://t.co/VuPP1OEci5",Fri Jun 13 21:10:05 +0000 2025,20,403
679,Gremio,Museu de Memes do Grêmio,"""Friozinho no Dia dos Namorados pede uma lareira""

Meu vô que estava mais de 30min em silêncio: https://t.co/66gRsDdIbr",Fri Jun 06 20:54:27 +0000 2025,73,1209
680,Gremio,Grêmio Números,"Há 10 anos, o @Gremio vencia o Athletico-PR por 2x1 pela 7ª rodada do Campeonato Brasileiro.

⚽️ Giuliano e Rhodolfo
🏟️ Arena do Grêmio

👥 Tiago Machowski; Galhardo, Geromel, Rhodolfo, Marcelo Oliveira; Walace, Maicon, Giuliano, Douglas; Luan e Pedro Rocha. Tec: Roger Machado https://t.co/eVe0ShvnRu",Sat Jun 14 13:30:00 +0000 2025,0,13
681,Gremio,Museu de Memes do Grêmio,"""Quem consegue nos ajudar com essa demanda que apareceu?""

Eu no trabalho na sexta-feira: https://t.co/kKh1PtP09Q",Fri Jun 06 17:20:05 +0000 2025,105,1110
682,Gremio,DataFut,"LANÇAMENTO DE QUARTERBACK DO TIAGO VOLPI

QUE JOGADA DO ALYSSON (2006)

E QUE FINALIZAÇÃO DO BRAITHWAITE!!!

GOLAÇO DO GRÊMIO! 

 https://t.co/1YqNQRRHTk",Thu Jun 12 23:32:13 +0000 2025,139,11173
683,Gremio,Museu de Memes do Grêmio,"Mano Menezes em casa vendo um jogo de futebol de nove gols:

 https://t.co/xM2z4ZHDB1",Thu Jun 05 22:07:54 +0000 2025,17,373
684,Gremio,Soccer News Grêmio,"Rodrigo Guth, zagueiro na mira do Grêmio

(?) https://t.co/ZKUoOa0ps3",Mon Jun 09 14:14:59 +0000 2025,15,935
685,Gremio,Soccer News Grêmio,"Wagner Leonardo, zagueiro do Grêmio, em entrevista ao GE: https://t.co/c7vOZYTEDM",Fri Jun 13 01:06:23 +0000 2025,28,1310
686,Gremio,Gremio Exagerado,"🚨BREAKING NEWS:

Mulher sofre acidente de carro, precisa fazer 12 pontos e ultrapassa internacional na tabela do Brasileirão

🗞️ @Galogremista https://t.co/JH7bLBLBgm",Fri Jun 13 11:43:05 +0000 2025,5,19
687,Gremio,Véio Otto,Tá escrito Grêmio no arroz 🤣 https://t.co/KYF3CEqQ1N,Fri Jun 06 22:51:16 +0000 2025,2,67
688,Gremio,Felipe Barros,"Soteldo está em vias de ser anunciado como reforço do Fluminense. Em 2024, pelo Grêmio, foram 11 participações diretas para gol, que foram somadas a 3 assistências pela Venezuela.

Separei algumas dessas participações abaixo:
https://t.co/FbcW0ri2iG",Tue Jun 10 00:13:42 +0000 2025,3,121
689,Gremio,Rei do Sul,"Grêmio 10 dias de folga.

Inter 15 dias de folga.

Só imaginem se fosse o contrário, com Grêmio no Z4... Só imaginem o ""escândalo"" que a imprensa faria.

Mas por enquanto, um silêncio!",Fri Jun 13 10:18:04 +0000 2025,39,761
690,Gremio,Curiosidades Brasil,Golaço de Müller pelo Corinthians contra Grêmio na Copa do Brasil 2001! https://t.co/WLeHOJBYZz,Thu Jun 12 23:00:00 +0000 2025,0,28
691,Gremio,Tonivieira3 🇪🇪,"Grêmio escalado

Vamos! https://t.co/ZVgV12ZqcG",Thu Jun 12 22:06:45 +0000 2025,2,8
692,Gremio,GREMISTÓN,"🚨AGORA! 

Tetê revela que está negociando sua volta para o GRÊMIO nesse momento! 

 https://t.co/487m5K5ght",Mon Jun 09 23:06:40 +0000 2025,4,139
693,Gremio,Grêmio TimeLine,"🚨 Marcelo Marques promete a torcida do Grêmio em caso de eleição como Novo Presidente do Tricolor:

• Todos que apostaram nele e no Gremismo dele não vão se arrepender. 🩵
• Prometeu colocar o Grêmio onde é o lugar dele entre os GIGANTES. 🇪🇪
• Grêmio vai ter 300K de sócios. https://t.co/DiPnhmDSnV",Mon Jun 09 12:12:35 +0000 2025,26,706
694,Gremio,Premiere,"E É GOL DO IMORTAL ⚽️🇪🇪

Se tem gol do Grêmio, tem Braithwaite. Depois de grande jogada de Alysson, o dinamarquês não perdoou e mandou pro fundo das redes 

#BrasileiraoNoPremiere https://t.co/SYeK9iqKSp",Thu Jun 12 23:39:11 +0000 2025,3,18
695,Gremio,Museu de Memes do Grêmio,Fim de semana com Data Fifa https://t.co/8yK7uynP5i,Sat Jun 07 14:30:32 +0000 2025,8,119
696,Gremio,TNT Sports ↗️,"Amuzu: nem sabe oq ta fazendo no Grêmio. 

Pavón: um dos piores jogadores do que ja vi na vida.

Kike Olivera: vagabundo e ainda finge lesão.

O ÚNICO PONTA que o Grêmio tem é o ALYSSON. https://t.co/pmXvvzZk3u",Fri Jun 13 00:59:23 +0000 2025,18,607
697,Gremio,South America Grêmio,O Jemerson de 2016 seria ouro para o Grêmio atual,Sat Jun 14 16:51:11 +0000 2025,0,11
698,Gremio,Juliano Martha,"@Gremio Não existe manter Mano Menezes, é um dos piores técnicos que tivemos nesses últimos anos. O time não evolui nada, qualquer time chega na Arena, põe a bola no chão e envolve toda a marcação do Grêmio.",Thu Jun 12 23:51:07 +0000 2025,0,30
699,Gremio,Jesus Madrid,El peor Gremio de la historia? No creo. Pero el más bajito si. Se encuentra a media tabla y a 16 puntos del primer puesto. Es como un UTC en Brasil. No debería ser problema para alianza ganarle la llave. https://t.co/3lx3CimBNn,Fri Jun 13 11:33:14 +0000 2025,1,6
700,Gremio,500 Casino BR,"Grêmio 🆚 Corinthians

Dois gigantes do futebol brasileiro frente a frente 🇧🇷⚔️

Quem leva a melhor? 🧐 https://t.co/6hfo2VXqp9",Thu Jun 12 14:00:02 +0000 2025,9,14
701,Gremio,Grêmio Copeiro | Vitor,Assim estava o gramado da Arena ontem a tarde. Hoje tem Grêmio x Corinthians. https://t.co/WYQ3P0ZEzc,Thu Jun 12 13:29:18 +0000 2025,4,224
702,Gremio,Identidade Corinthiana,"Grêmio x Corinthians para um público de pouco mais de 20 mil!

@Corintiamo78 / Agência IDC

#Corinthians #Grêmio https://t.co/5VvsH3sSkE",Fri Jun 13 00:49:46 +0000 2025,1,27
703,Gremio,Informações Do Grêmio,Essa seria a foto mais icônica do futebol brasileiro? https://t.co/5Ymmvk3wjw,Sat Jun 07 15:55:49 +0000 2025,51,1348
704,Gremio,Museu de Memes do Grêmio,"Ancelotti vendo que começou a mascar o chiclete de canela

 https://t.co/jvBSMsubyw",Fri Jun 06 00:20:34 +0000 2025,15,151
705,Gremio,GREMIO AMIA.,https://t.co/MG5rt1d6SL,Sat Jun 07 04:49:11 +0000 2025,49,105
706,Gremio,CONMEBOL Sudamericana,"🤔 E este sorvete: com cobertura ou sem? 🍨

🇪🇪  @Gremio 🏆 #GrandeConquista https://t.co/8VhXYqB9Oc",Fri Jun 06 15:00:02 +0000 2025,20,307
707,Gremio,Curiosidades Brasil,A disputa de pênaltis entre Grêmio x Corinthians na Copa do Brasil 2013. https://t.co/UWKpB60zS2,Thu Jun 12 22:30:00 +0000 2025,6,144
708,Gremio,Crônica Alvinegra,"Mérito do jogador do Grêmio, mas o Cacá não pode perder viagem.

Ou enfia um bicudo na bola ou faz a falta.

O André Ramalho me irrita demais, teve zero culpa no lance, mas o jeito que ele vira a bunda em absolutamente qualquer jogada irrita muito!

https://t.co/qhukvHjx6c",Thu Jun 12 23:55:18 +0000 2025,6,231
709,Gremio,Grêmio FBPA,"QUINTA-FEIRA NÃO CHEGA NUNCA! 🙃🇪🇪 Parece que o tempo não passa sem jogo do Tricolor.

👉🏾 Contamos contigo no duelo com o Corinthians! 🎫 Ingresso em: https://t.co/ZennIsMrDt https://t.co/DN81lwiNPX",Mon Jun 09 19:04:52 +0000 2025,38,684
710,Gremio,GREMISTÓN,"🚨GOLAÇO! 

Numa jogada espetacular das mãos de Volpi, na trama de Alysson e no golaço de Martin Braithwaite!

GRÊMIO 🇪🇪 https://t.co/SdX7GwEZEk",Thu Jun 12 23:33:12 +0000 2025,12,223
